Query,Db_Name,Id_List,Citation_Cnts
GABA AND GABRA4[tiab],pubmed,18482426,27
GABA AND GABRA4[tiab],pubmed,19207358,10
GABA AND GABRA4[tiab],pubmed,26884404,1
GABA AND GABRA4[tiab],pubmed,33594062,1
GABA AND GABRA4[tiab],pubmed,33240041,2
GABA AND GABRA4[tiab],pubmed,16901909,67
GABA AND GABRA4[tiab],pubmed,18163449,12
GABA AND GABRA4[tiab],pubmed,16080114,140
GABA AND GABRA4[tiab],pubmed,25124326,27
GABA AND GABRA4[tiab],pubmed,22273344,2
GABA AND GABRA4[tiab],pubmed,33229622,4
GABA AND GABRA4[tiab],pubmed,26239769,9
GABA AND GABRA4[tiab],pubmed,28473323,14
GABA AND GABRA4[tiab],pubmed,21241679,19
GABA AND GABRA4[tiab],pubmed,24608543,33
GABA AND GABRA4[tiab],pubmed,24236484,6
GABA AND GABRA4[tiab],pubmed,18094320,32
GABA AND GABRA4[tiab],pubmed,35152403,0
GABA AND GABRA4[tiab],pubmed,17159992,153
GABA AND GABRA4[tiab],pubmed,31290690,4
GABA AND GABRA4[tiab],pubmed,29255456,3
GABA AND GABRA4[tiab],pubmed,16091474,54
GABA AND GABRA4[tiab],pubmed,17079662,75
GABA AND GABRA4[tiab],pubmed,16770606,74
GABA AND GABRA4[tiab],pubmed,29135068,1
GABA AND GABRA4[tiab],pubmed,15265862,22
GABA AND GABRA4[tiab],pubmed,15024690,299
GABA AND GABRA4[tiab],pubmed,25708312,11
GABA AND GABRA4[tiab],pubmed,17005728,171
GABA AND GABRA4[tiab],pubmed,32028044,3
GABA AND GABRA4[tiab],pubmed,29391390,7
GABA AND GABRA4[tiab],pubmed,28899881,4
GABA AND GABRA4[tiab],pubmed,19078961,56
GABA AND GABRA4[tiab],pubmed,27355804,10
GABA AND GABRA4[tiab],pubmed,24948817,17
GABA AND GABRA4[tiab],pubmed,7607683,17
GABA AND GABRA4[tiab],pubmed,27364953,8
GABA AND GABRA4[tiab],pubmed,26902358,1
GABA AND GABRA4[tiab],pubmed,26357588,9
GABA AND GABRA4[tiab],pubmed,33407346,1
GABA AND GABRA4[tiab],pubmed,32033586,3
GABA AND GABRA4[tiab],pubmed,30841457,3
GABA AND GABRA4[tiab],pubmed,31807776,4
GABA AND GABRA4[tiab],pubmed,20583128,5
GABA AND GABRA4[tiab],pubmed,26250693,21
GABA AND GABRA4[tiab],pubmed,20352880,0
GABA AND GABRA4[tiab],pubmed,20096092,3
GABA AND GABRA4[tiab],pubmed,10843805,2
GABA AND GABRA4[tiab],pubmed,11591652,0
GABA AND GABRA5[tiab],pubmed,33442857,1
GABA AND GABRA5[tiab],pubmed,30815456,5
GABA AND GABRA5[tiab],pubmed,21070817,4
GABA AND GABRA5[tiab],pubmed,22383672,26
GABA AND GABRA5[tiab],pubmed,12661934,2
GABA AND GABRA5[tiab],pubmed,33438026,1
GABA AND GABRA5[tiab],pubmed,19809285,31
GABA AND GABRA5[tiab],pubmed,31056671,12
GABA AND GABRA5[tiab],pubmed,29961870,27
GABA AND GABRA5[tiab],pubmed,16452257,110
GABA AND GABRA5[tiab],pubmed,26884404,1
GABA AND GABRA5[tiab],pubmed,22206818,20
GABA AND GABRA5[tiab],pubmed,27614006,14
GABA AND GABRA5[tiab],pubmed,34530807,0
GABA AND GABRA5[tiab],pubmed,24196163,18
GABA AND GABRA5[tiab],pubmed,23886513,54
GABA AND GABRA5[tiab],pubmed,29725984,12
GABA AND GABRA5[tiab],pubmed,23535829,13
GABA AND GABRA5[tiab],pubmed,17957331,8
GABA AND GABRA5[tiab],pubmed,33240041,2
GABA AND GABRA5[tiab],pubmed,22723691,20
GABA AND GABRA5[tiab],pubmed,31312421,13
GABA AND GABRA5[tiab],pubmed,16080114,140
GABA AND GABRA5[tiab],pubmed,30725256,4
GABA AND GABRA5[tiab],pubmed,25124326,27
GABA AND GABRA5[tiab],pubmed,23672824,2
GABA AND GABRA5[tiab],pubmed,8389469,23
GABA AND GABRA5[tiab],pubmed,15882799,12
GABA AND GABRA5[tiab],pubmed,30826071,25
GABA AND GABRA5[tiab],pubmed,8146195,25
GABA AND GABRA5[tiab],pubmed,16480884,32
GABA AND GABRA5[tiab],pubmed,7581464,35
GABA AND GABRA5[tiab],pubmed,9205108,7
GABA AND GABRA5[tiab],pubmed,7601451,14
GABA AND GABRA5[tiab],pubmed,19941877,15
GABA AND GABRA5[tiab],pubmed,24755890,12
GABA AND GABRA5[tiab],pubmed,8388764,16
GABA AND GABRA5[tiab],pubmed,8188218,10
GABA AND GABRA5[tiab],pubmed,8389098,10
GABA AND GABRA5[tiab],pubmed,21712993,21
GABA AND GABRA5[tiab],pubmed,24236484,6
GABA AND GABRA5[tiab],pubmed,18256262,186
GABA AND GABRA5[tiab],pubmed,32417196,4
GABA AND GABRA5[tiab],pubmed,23516534,14
GABA AND GABRA5[tiab],pubmed,12048673,0
GABA AND GABRA5[tiab],pubmed,11378843,7
GABA AND GABRA5[tiab],pubmed,26778988,2
GABA AND GABRA5[tiab],pubmed,9514592,8
GABA AND GABRA5[tiab],pubmed,15498372,2
GABA AND GABRA5[tiab],pubmed,32222968,6
GABA AND GABRA5[tiab],pubmed,14745296,51
GABA AND GABRA5[tiab],pubmed,16674551,28
GABA AND GABRA5[tiab],pubmed,15389768,56
GABA AND GABRA5[tiab],pubmed,12555233,37
GABA AND GABRA5[tiab],pubmed,27792253,12
GABA AND GABRA5[tiab],pubmed,27793660,11
GABA AND GABRA5[tiab],pubmed,32249079,0
GABA AND GABRA5[tiab],pubmed,12194792,0
GABA AND GABRA5[tiab],pubmed,8840392,2
GABA AND GABRA5[tiab],pubmed,20404047,9
GABA AND GABRA5[tiab],pubmed,20392949,77
GABA AND GABRA5[tiab],pubmed,11543639,47
GABA AND GABRA5[tiab],pubmed,10509183,18
GABA AND GABRA5[tiab],pubmed,12092907,56
GABA AND GABRA5[tiab],pubmed,8136833,31
GABA AND GABRA5[tiab],pubmed,28717969,9
GABA AND GABRA5[tiab],pubmed,23663378,2
GABA AND GABRA5[tiab],pubmed,28669717,7
GABA AND GABRA5[tiab],pubmed,10644429,9
GABA AND GABRA5[tiab],pubmed,28009282,5
GABA AND GABRA5[tiab],pubmed,9126483,10
GABA AND GABRA5[tiab],pubmed,29391390,7
GABA AND GABRA5[tiab],pubmed,19078961,56
GABA AND GABRA5[tiab],pubmed,23124039,5
GABA AND GABRA5[tiab],pubmed,31840824,1
GABA AND GABRA5[tiab],pubmed,35266641,0
GABA AND GABRA5[tiab],pubmed,9267853,10
GABA AND GABRA5[tiab],pubmed,29787571,0
GABA AND GABRA5[tiab],pubmed,9247395,8
GABA AND GABRA5[tiab],pubmed,27364953,8
GABA AND GABRA5[tiab],pubmed,7795644,15
GABA AND GABRA5[tiab],pubmed,34508769,0
GABA AND GABRA5[tiab],pubmed,26902358,1
GABA AND GABRA5[tiab],pubmed,34657887,0
GABA AND GABRA5[tiab],pubmed,33407346,1
GABA AND GABRA5[tiab],pubmed,32938993,2
GABA AND GABRA5[tiab],pubmed,32842956,3
GABA AND GABRA5[tiab],pubmed,16256272,2
GABA AND GABRA5[tiab],pubmed,11904235,8
GABA AND GABRA5[tiab],pubmed,30841457,3
GABA AND GABRA5[tiab],pubmed,27920723,19
GABA AND GABRA5[tiab],pubmed,30033060,21
GABA AND GABRA5[tiab],pubmed,32205144,2
GABA AND GABRA5[tiab],pubmed,20583128,5
GABA AND GABRA5[tiab],pubmed,22869088,23
GABA AND GABRA5[tiab],pubmed,28607477,7
GABA AND GABRA5[tiab],pubmed,21542134,4
GABA AND GABRA5[tiab],pubmed,16214289,1
GABA AND GABRA5[tiab],pubmed,17339270,103
GABA AND GABRA5[tiab],pubmed,22677273,2
GABA AND GABRA5[tiab],pubmed,18773962,4
GABA AND GABRA5[tiab],pubmed,11022400,9
GABA AND GABRA5[tiab],pubmed,9328477,24
GABA AND GABRA5[tiab],pubmed,9129713,4
GABA AND GABRA5[tiab],pubmed,1338907,10
Zebrafish AND GABRA1[tiab],pubmed,28535436,3
Zebrafish AND GABRA1[tiab],pubmed,32205311,6
Zebrafish AND GABRA1[tiab],pubmed,34411917,1
Zebrafish AND GABRA1[tiab],pubmed,32753576,3
Zebrafish AND GABRA1[tiab],pubmed,34925021,0
Zebrafish AND GABRA1[tiab],pubmed,30949046,8
Zebrafish AND GABRA1[tiab],pubmed,30324621,20
Zebrafish AND GABRA1[tiab],pubmed,33296199,2
Zebrafish AND GABRA2[tiab],pubmed,32753576,3
Zebrafish AND GABRA2[tiab],pubmed,32725455,2
Zebrafish AND GABRA2[tiab],pubmed,29124181,8
GABA AND Ivermectin NOT covid-19,pubmed,27543424,2
GABA AND Ivermectin NOT covid-19,pubmed,27742867,2
GABA AND Ivermectin NOT covid-19,pubmed,33069391,0
GABA AND Ivermectin NOT covid-19,pubmed,29055807,3
GABA AND Ivermectin NOT covid-19,pubmed,28656486,1
GABA AND Ivermectin NOT covid-19,pubmed,32954620,0
GABA AND Ivermectin NOT covid-19,pubmed,20713058,3
GABA AND Ivermectin NOT covid-19,pubmed,31497842,0
GABA AND Ivermectin NOT covid-19,pubmed,29223796,7
GABA AND Ivermectin NOT covid-19,pubmed,33600484,1
GABA AND Ivermectin NOT covid-19,pubmed,30008086,0
GABA AND Ivermectin NOT covid-19,pubmed,32671610,0
GABA AND Ivermectin NOT covid-19,pubmed,30559597,1
GABA AND Ivermectin NOT covid-19,pubmed,34674071,0
GABA AND Ivermectin NOT covid-19,pubmed,24267689,3
GABA AND Ivermectin NOT covid-19,pubmed,12009920,22
GABA AND Ivermectin NOT covid-19,pubmed,25987227,2
GABA AND Ivermectin NOT covid-19,pubmed,24743647,11
GABA AND Ivermectin NOT covid-19,pubmed,26421724,4
GABA AND Ivermectin NOT covid-19,pubmed,28479061,22
GABA AND Ivermectin NOT covid-19,pubmed,30336301,0
GABA AND Ivermectin NOT covid-19,pubmed,24823815,4
GABA AND Ivermectin NOT covid-19,pubmed,19133471,4
GABA AND Ivermectin NOT covid-19,pubmed,22075040,14
GABA AND Ivermectin NOT covid-19,pubmed,31641314,6
GABA AND Ivermectin NOT covid-19,pubmed,30744892,0
GABA AND Ivermectin NOT covid-19,pubmed,34807848,0
GABA AND Ivermectin NOT covid-19,pubmed,26697814,5
GABA AND Ivermectin NOT covid-19,pubmed,32284126,1
GABA AND Ivermectin NOT covid-19,pubmed,12421359,28
GABA AND Ivermectin NOT covid-19,pubmed,30195385,0
GABA AND Ivermectin NOT covid-19,pubmed,24759046,4
GABA AND Ivermectin NOT covid-19,pubmed,27704796,5
GABA AND Ivermectin NOT covid-19,pubmed,26995928,0
GABA AND Ivermectin NOT covid-19,pubmed,23133688,34
GABA AND Ivermectin NOT covid-19,pubmed,17348903,3
GABA AND Ivermectin NOT covid-19,pubmed,24681284,1
GABA AND Ivermectin NOT covid-19,pubmed,18755283,15
GABA AND Ivermectin NOT covid-19,pubmed,23773482,18
GABA AND Ivermectin NOT covid-19,pubmed,33002317,1
GABA AND Ivermectin NOT covid-19,pubmed,24564661,18
GABA AND Ivermectin NOT covid-19,pubmed,10099015,6
GABA AND Ivermectin NOT covid-19,pubmed,14511812,17
GABA AND Ivermectin NOT covid-19,pubmed,32646465,4
GABA AND Ivermectin NOT covid-19,pubmed,26441518,20
GABA AND Ivermectin NOT covid-19,pubmed,32356977,1
GABA AND Ivermectin NOT covid-19,pubmed,31927177,0
GABA AND Ivermectin NOT covid-19,pubmed,34601086,0
GABA AND Ivermectin NOT covid-19,pubmed,26350768,14
GABA AND Ivermectin NOT covid-19,pubmed,28887352,4
GABA AND Ivermectin NOT covid-19,pubmed,25733401,11
GABA AND Ivermectin NOT covid-19,pubmed,7957605,33
GABA AND Ivermectin NOT covid-19,pubmed,34848284,0
GABA AND Ivermectin NOT covid-19,pubmed,26318443,1
GABA AND Ivermectin NOT covid-19,pubmed,21575687,29
GABA AND Ivermectin NOT covid-19,pubmed,28825521,1
GABA AND Ivermectin NOT covid-19,pubmed,21178322,13
GABA AND Ivermectin NOT covid-19,pubmed,11082440,44
GABA AND Ivermectin NOT covid-19,pubmed,17308985,9
GABA AND Ivermectin NOT covid-19,pubmed,10771281,41
GABA AND Ivermectin NOT covid-19,pubmed,27049309,4
GABA AND Ivermectin NOT covid-19,pubmed,2427974,2
GABA AND Ivermectin NOT covid-19,pubmed,17904599,16
GABA AND Ivermectin NOT covid-19,pubmed,2873943,3
GABA AND Ivermectin NOT covid-19,pubmed,20800249,0
GABA AND Ivermectin NOT covid-19,pubmed,22495656,23
GABA AND Ivermectin NOT covid-19,pubmed,6284889,3
GABA AND Ivermectin NOT covid-19,pubmed,6115673,0
GABA AND Ivermectin NOT covid-19,pubmed,3010195,1
GABA AND Ivermectin NOT covid-19,pubmed,2983026,8
GABA AND Ivermectin NOT covid-19,pubmed,1663556,4
GABA AND Ivermectin NOT covid-19,pubmed,1660804,2
GABA AND Ivermectin NOT covid-19,pubmed,1847192,2
GABA AND Ivermectin NOT covid-19,pubmed,31386282,1
GABA AND Ivermectin NOT covid-19,pubmed,30626556,1
GABA AND Ivermectin NOT covid-19,pubmed,22465149,34
GABA AND Ivermectin NOT covid-19,pubmed,2885136,0
GABA AND Ivermectin NOT covid-19,pubmed,17267752,8
GABA AND Ivermectin NOT covid-19,pubmed,9368907,33
GABA AND Ivermectin NOT covid-19,pubmed,30352348,1
GABA AND Ivermectin NOT covid-19,pubmed,17566648,15
GABA AND Ivermectin NOT covid-19,pubmed,22586367,27
GABA AND Ivermectin NOT covid-19,pubmed,23899514,1
GABA AND Ivermectin NOT covid-19,pubmed,15228718,13
GABA AND Ivermectin NOT covid-19,pubmed,1875915,6
GABA AND Ivermectin NOT covid-19,pubmed,33283957,1
GABA AND Ivermectin NOT covid-19,pubmed,7411150,14
GABA AND Ivermectin NOT covid-19,pubmed,24451653,17
GABA AND Ivermectin NOT covid-19,pubmed,3763059,2
GABA AND Ivermectin NOT covid-19,pubmed,6286885,6
GABA AND Ivermectin NOT covid-19,pubmed,34246796,1
GABA AND Ivermectin NOT covid-19,pubmed,11246508,1
GABA AND Ivermectin NOT covid-19,pubmed,12196558,55
GABA AND Ivermectin NOT covid-19,pubmed,9103505,11
GABA AND Ivermectin NOT covid-19,pubmed,31739238,6
GABA AND Ivermectin NOT covid-19,pubmed,6296881,6
GABA AND Ivermectin NOT covid-19,pubmed,3708210,9
GABA AND Ivermectin NOT covid-19,pubmed,6088460,0
GABA AND Ivermectin NOT covid-19,pubmed,14635176,49
GABA AND Ivermectin NOT covid-19,pubmed,27502190,18
GABA AND Ivermectin NOT covid-19,pubmed,10208630,2
GABA AND Ivermectin NOT covid-19,pubmed,1338558,5
GABA AND Ivermectin NOT covid-19,pubmed,9031739,10
GABA AND Ivermectin NOT covid-19,pubmed,33885218,1
GABA AND Ivermectin NOT covid-19,pubmed,2335273,2
GABA AND Ivermectin NOT covid-19,pubmed,24806926,32
GABA AND Ivermectin NOT covid-19,pubmed,6259289,5
GABA AND Ivermectin NOT covid-19,pubmed,11378196,15
GABA AND Ivermectin NOT covid-19,pubmed,22039794,13
GABA AND Ivermectin NOT covid-19,pubmed,7687958,2
GABA AND Ivermectin NOT covid-19,pubmed,11159725,10
GABA AND Ivermectin NOT covid-19,pubmed,6319606,0
GABA AND Ivermectin NOT covid-19,pubmed,6252889,1
GABA AND Ivermectin NOT covid-19,pubmed,2471607,1
GABA AND Ivermectin NOT covid-19,pubmed,26368804,4
GABA AND Ivermectin NOT covid-19,pubmed,2478243,21
GABA AND Ivermectin NOT covid-19,pubmed,1685403,0
GABA AND Ivermectin NOT covid-19,pubmed,6093013,0
GABA AND Ivermectin NOT covid-19,pubmed,2411323,20
GABA AND Ivermectin NOT covid-19,pubmed,2856070,1
GABA AND Ivermectin NOT covid-19,pubmed,2775429,0
GABA AND Ivermectin NOT covid-19,pubmed,2180189,13
GABA AND Ivermectin NOT covid-19,pubmed,12878275,2
GABA AND Ivermectin NOT covid-19,pubmed,2447480,27
GABA AND Ivermectin NOT covid-19,pubmed,2153865,0
GABA AND Ivermectin NOT covid-19,pubmed,2421825,4
GABA AND Ivermectin NOT covid-19,pubmed,4094651,0
GABA AND Ivermectin NOT covid-19,pubmed,24481906,22
GABA AND Ivermectin NOT covid-19,pubmed,6302548,9
GABA AND Ivermectin NOT covid-19,pubmed,24040509,8
GABA AND Ivermectin NOT covid-19,pubmed,1853361,2
GABA AND Ivermectin NOT covid-19,pubmed,23423482,9
GABA AND Ivermectin NOT covid-19,pubmed,1299761,0
GABA AND Ivermectin NOT covid-19,pubmed,6090849,9
GABA AND Ivermectin NOT covid-19,pubmed,17602250,19
GABA AND Ivermectin NOT covid-19,pubmed,1716730,12
GABA AND Ivermectin NOT covid-19,pubmed,20953673,10
GABA AND Ivermectin NOT covid-19,pubmed,22135837,7
GABA AND Ivermectin NOT covid-19,pubmed,2430816,0
GABA AND Ivermectin NOT covid-19,pubmed,20522121,32
GABA AND Ivermectin NOT covid-19,pubmed,2724309,2
GABA AND Ivermectin NOT covid-19,pubmed,1693673,5
GABA AND Ivermectin NOT covid-19,pubmed,9272691,11
GABA AND Ivermectin NOT covid-19,pubmed,6096713,8
GABA AND Ivermectin NOT covid-19,pubmed,19554247,22
GABA AND Ivermectin NOT covid-19,pubmed,22671690,10
GABA AND Ivermectin NOT covid-19,pubmed,23489032,18
GABA AND Ivermectin NOT covid-19,pubmed,7687943,0
GABA AND Ivermectin NOT covid-19,pubmed,6308762,112
GABA AND Ivermectin NOT covid-19,pubmed,6326020,2
GABA AND Ivermectin NOT covid-19,pubmed,3023170,0
GABA AND Ivermectin NOT covid-19,pubmed,6123439,1
GABA AND Ivermectin NOT covid-19,pubmed,17004957,5
GABA AND Ivermectin NOT covid-19,pubmed,10698677,8
GABA AND Ivermectin NOT covid-19,pubmed,27641072,13
GABA AND Ivermectin NOT covid-19,pubmed,7631491,0
GABA AND Ivermectin NOT covid-19,pubmed,3602843,6
GABA AND Ivermectin NOT covid-19,pubmed,11860473,23
GABA AND Ivermectin NOT covid-19,pubmed,25155752,6
GABA AND Ivermectin NOT covid-19,pubmed,8316438,1
GABA AND Ivermectin NOT covid-19,pubmed,2480169,17
GABA AND Ivermectin NOT covid-19,pubmed,3039987,0
GABA AND Ivermectin NOT covid-19,pubmed,2175874,15
GABA AND Ivermectin NOT covid-19,pubmed,7128715,8
GABA AND Ivermectin NOT covid-19,pubmed,7422084,5
GABA AND Ivermectin NOT covid-19,pubmed,1676150,5
GABA AND Ivermectin NOT covid-19,pubmed,15462160,2
GABA AND Ivermectin NOT covid-19,pubmed,1653332,4
GABA AND Ivermectin NOT covid-19,pubmed,31069814,7
GABA AND Ivermectin NOT covid-19,pubmed,6283439,5
GABA AND Ivermectin NOT covid-19,pubmed,2751697,11
GABA AND Ivermectin NOT covid-19,pubmed,9115174,23
GABA AND Ivermectin NOT covid-19,pubmed,10841270,4
GABA AND Ivermectin NOT covid-19,pubmed,32320309,5
GABA AND Ivermectin NOT covid-19,pubmed,16203207,3
GABA AND Ivermectin NOT covid-19,pubmed,11558448,0
GABA AND Ivermectin NOT covid-19,pubmed,12425057,3
GABA AND Ivermectin NOT covid-19,pubmed,27958714,2
GABA AND Ivermectin NOT covid-19,pubmed,7855122,2
GABA AND Ivermectin NOT covid-19,pubmed,35337129,0
GABA AND Ivermectin NOT covid-19,pubmed,11558454,0
GABA AND Ivermectin NOT covid-19,pubmed,6750121,9
GABA AND Ivermectin NOT covid-19,pubmed,27302648,4
GABA AND Ivermectin NOT covid-19,pubmed,11250875,36
GABA AND Ivermectin NOT covid-19,pubmed,287043,25
GABA AND Ivermectin NOT covid-19,pubmed,6277673,2
GABA AND Ivermectin NOT covid-19,pubmed,6088254,3
GABA AND Ivermectin NOT covid-19,pubmed,6329785,2
GABA AND Ivermectin NOT covid-19,pubmed,24009509,16
GABA AND Ivermectin NOT covid-19,pubmed,7935817,203
GABA AND Ivermectin NOT covid-19,pubmed,9886084,30
GABA AND Ivermectin NOT covid-19,pubmed,8133905,4
GABA AND Ivermectin NOT covid-19,pubmed,2843385,4
GABA AND Ivermectin NOT covid-19,pubmed,2181052,140
GABA AND Ivermectin NOT covid-19,pubmed,1375788,5
GABA AND Ivermectin NOT covid-19,pubmed,3614991,5
GABA AND Ivermectin NOT covid-19,pubmed,17608971,25
GABA AND Ivermectin NOT covid-19,pubmed,12537631,44
GABA AND Ivermectin NOT covid-19,pubmed,13678839,33
GABA AND Ivermectin NOT covid-19,pubmed,11714703,63
GABA AND Ivermectin NOT covid-19 AND Zebrafish,pubmed,25733401,11
GABA AND Ivermectin NOT covid-19 AND Zebrafish,pubmed,28479061,22
GABA AND Ivermectin NOT covid-19 AND Zebrafish,pubmed,24040509,8
